interactionId,sentence,entities,interaction,relationship
IEPA_d115,"Overexpression of G11alpha and isoforms of phospholipase C in islet  beta-cells reveals a lack of correlation between inositol phosphate  accumulation and insulin secretion.
It has been suggested that insulin secretion from pancreatic islets may be  mediated in part by activation of phospholipases C (PLCs) and  phosphoinositide hydrolysis.
The purpose of this study was to determine  whether the relatively modest fuel-stimulated insulin secretion responses  of rodent beta-cell lines might be explained by inadequate expression or  activation of PLC isoforms.
Adenovirus-mediated overexpression of PLC-delta1, -beta1, or  -beta3 in INS-1 or betaG 40/110 cells results in little or no enhancement  in inositol phosphate (IP) accumulation and no improvement in insulin  secretion when the cells are stimulated with glucose or carbachol, despite  the fact that the overexpressed proteins are fully active in cell  extracts.
Overexpression of PLC-beta1 or -beta3 in normal rat islets  elicits a larger increase in IP accumulation but, again, has no effect on  insulin secretion.
Because the effect of carbachol on insulin secretion is  thought to be mediated through muscarinic receptors that link to the Gq/11  class of heterotrimeric G proteins, we also overexpressed G11alpha in  INS-1 cells, either alone or in concert with overexpression of PLC-beta1  or -beta3.
Overexpression of G11alpha enhances IP accumulation, an effect  slightly potentiated by co-overexpression of PLC-beta1 or -beta3, but  these maneuvers do not affect glucose or carbachol-stimulated insulin  secretion.","[('T1', 'Protein', 'phospholipase C', (43, 58)), ('T3', 'Protein', 'insulin', (201, 208)), ('T2', 'Protein', 'insulin', (155, 162)), ('T6', 'Protein', 'PLC', (549, 552)), ('T7', 'Protein', 'PLC', (601, 604)), ('T4', 'Protein', 'phospholipases C', (284, 300)), ('T5', 'Protein', 'insulin', (432, 439)), ('T10', 'Protein', 'insulin', (1059, 1066)), ('T11', 'Protein', 'insulin', (1113, 1120)), ('T12', 'Protein', 'PLC', (1345, 1348)), ('T8', 'Protein', 'insulin', (762, 769)), ('T13', 'Protein', 'PLC', (1476, 1479)), ('T14', 'Protein', 'insulin', (1564, 1571)), ('T9', 'Protein', 'PLC', (942, 945))]","{'R1': ('T3', 'T4'), 'R2': ('T5', 'T6')}",1
IEPA_d2,"SP ewes also had greater incorporation of [3H]inositol into inositol trisphosphate (IP3) (+3449%, p less than 0.01) and total inositol phosphate (IP) (+760%, p less than 0.08), in response to oxytocin, than did oCSP ewes (+553 and +168% for IP3 and total IP, respectively) in endometrium collected at ovariectomy/hysterectomy on Day 16
These results indicate that oTP-1 may prevent luteolysis by inhibiting development of endometrial responsiveness to oxytocin and, therefore, reduce oxytocin-induced synthesis of IP3 and PGF2 alpha","[('T6', 'Protein', 'oxytocin', (452, 460)), ('T7', 'Protein', 'oxytocin', (484, 492)), ('T4', 'Protein', 'IP3', (241, 244)), ('T5', 'Protein', 'IP', (255, 257)), ('T8', 'Protein', 'IP3', (514, 517)), ('T1', 'Protein', 'inositol trisphosphate', (60, 82)), ('T3', 'Protein', 'oxytocin', (192, 200)), ('T2', 'Protein', 'inositol phosphate', (126, 144))]","{'R1': ('T1', 'T3'), 'R2': ('T2', 'T3'), 'R3': ('T3', 'T4'), 'R4': ('T3', 'T5'), 'R5': ('T7', 'T8')}",1
IEPA_d169,"The body mass index (BMI), leptin, plasma neuropeptide Y (NPY), serotonin, thyroxine (T4), triiodothyronine (T3) and reverse triiodothyronine (rT3) in serum were evaluated for each subject","[('T1', 'Protein', 'leptin', (27, 33)), ('T2', 'Protein', 'neuropeptide Y', (42, 56))]",{},0
IEPA_d5,"Oxytocin-stimulated inositol phosphate turnover in endometrium of ewes is influenced by stage of the estrous cycle, pregnancy, and intrauterine infusion of ovine conceptus secretory proteins
Three experiments (Exp) assessed the influence of stage of the estrous cycle, pregnancy, and intrauterine infusion of ovine conceptus secretory proteins (oCSP) on turnover of inositol trisphosphate (the putative second-messenger for oxytocin-stimulated secretion of prostaglandin F2 alpha) in ovine endometrium during luteolysis and maternal recognition of pregnancy
For each Exp, 100 mg endometrium was incubated, in duplicate, for 2 h with 10 microCi [3H] inositol and treated with 0 or 100 nM oxytocin (OT) for 20 min, then [3H]inositol mono-, bis-, and trisphosphates (IP1, IP2, and IP3, respectively) were quantified","[('T6', 'Protein', 'IP3', (778, 781)), ('T4', 'Protein', 'oxytocin', (424, 432)), ('T5', 'Protein', 'oxytocin', (687, 695)), ('T1', 'Protein', 'Oxytocin', (0, 8)), ('T3', 'Protein', 'inositol trisphosphate', (366, 388)), ('T2', 'Protein', 'inositol phosphate', (20, 38))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d86,"These observations suggest that bradykinin, like oxytocin, activates phospholipase C which generates IP3 with a subsequent release of Ca2+ from intracellular stores followed by store-operated Ca2+ influx","[('T1', 'Protein', 'oxytocin', (49, 57)), ('T2', 'Protein', 'IP3', (101, 104))]","{'R1': ('T1', 'T2')}",1
IEPA_d57,"Activation of EGFR overexpressing 3T3-L1 adipocytes leads to a 3.4 +/- 1.2-fold stimulation of PLC activity over basal levels vs. only 1.06 +/- 0.01-fold stimulation by insulin.
Despite the low levels of insulin-induced PLC activity, insulin-stimulated glucose transport activity was similarly inhibited by U73122 (55.9 +/- 13.1% inhibition)
Inhibition of PLC activation did not impair either EGF- or insulin-induced activation of glycogen synthase or incorporation of glucose into lipid, supporting the hypothesis that both EGF- and insulin-induced glucose disposal can be independent of GLUT4-mediated glucose transport.
The diminution of glucose transport secondary to inhibition of PLC activity was reflected by a decrease in GLUT4 translocation to the plasma membrane upon either EGF or insulin stimulation","[('T6', 'Protein', 'PLC', (356, 359)), ('T7', 'Protein', 'insulin', (401, 408)), ('T4', 'Protein', 'PLC', (220, 223)), ('T10', 'Protein', 'insulin', (792, 799)), ('T5', 'Protein', 'insulin', (234, 241)), ('T8', 'Protein', 'insulin', (534, 541)), ('T9', 'Protein', 'PLC', (686, 689)), ('T1', 'Protein', 'PLC', (95, 98)), ('T3', 'Protein', 'insulin', (204, 211)), ('T2', 'Protein', 'insulin', (169, 176))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d112,"Analyses of hormone regulation of expression of mRNA for the aleurone RNase revealed that, like the pattern for alpha-amylase, mRNA levels increased in the presence of gibberellic acid, and its antagonist abscisic acid prevented this effect
Quantitative studies at early times demonstrated that cycloheximide treatment of aleurone layers increased mRNA levels 4-fold, whereas a combination of gibberellin plus cycloheximide treatment was required to increase alpha-amylase mRNA levels to the same extent","[('T4', 'Protein', 'alpha-amylase', (459, 472)), ('T1', 'Protein', 'alpha-amylase', (112, 125)), ('T3', 'Protein', 'gibberellin', (393, 404)), ('T2', 'Protein', 'gibberellic acid', (168, 184))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4')}",1
IEPA_d25,"The responses of serum oxytocin (OT) and vasopressin (AVP) to the serotonergic HT1A agonist buspirone (15 mg p.o.) or the HTD1 agonist sumatriptan (6 mg injected subcutaneously) were evaluated in 7 normal men either in basal conditions or during an insulin (0.15 iu/kg as an i.v. bolus) tolerance test (ITT)
Stimulation of 5HT-1D receptors with sumatriptan was unable to change neither AVP nor OT response to insulin-induced hypoglycemia","[('T4', 'Protein', 'insulin', (409, 416)), ('T1', 'Protein', 'oxytocin', (23, 31)), ('T3', 'Protein', 'OT', (394, 396)), ('T2', 'Protein', 'insulin', (249, 256))]","{'R1': ('T3', 'T4')}",1
IEPA_d160,"Thus, highly expressed in human adipocytes, the Y(1) receptor sustains the strong antilipolytic effect of NPY and exerts a positive action on leptin secretion","[('T1', 'Protein', 'NPY', (106, 109)), ('T2', 'Protein', 'leptin', (142, 148))]",{},0
IEPA_d88,"To elucidate the pathophysiologic significance of UCP3 and UCP2 in the effect of TZDs on glucose metabolism and energy expenditure, we examined their basal mRNA levels in the WAT, brown adipose tissue (BAT), and skeletal muscle from Wistar fatty rats, a rat model of NIDDM and obesity with leptin receptor defect, and investigated expression of the genes encoding UCP3 and UCP2 in Wistar fatty rats and in Wistar lean rats with 2-week oral administration of 3 mg x kg(-1) x day(-1) pioglitazone, a TZD derivative
These results clearly demonstrate that UCP3 gene expression is upregulated by TZDs in the WAT and BAT in Wistar fatty rats, an obese model with leptin receptor defect, and that adipose UCP3 gene expression is increased in response to TZDs in vitro","[('T6', 'Protein', 'UCP3', (552, 556)), ('T7', 'Protein', 'leptin', (657, 663)), ('T4', 'Protein', 'UCP3', (364, 368)), ('T5', 'Protein', 'UCP2', (373, 377)), ('T8', 'Protein', 'UCP3', (698, 702)), ('T1', 'Protein', 'UCP3', (50, 54)), ('T3', 'Protein', 'leptin', (290, 296)), ('T2', 'Protein', 'UCP2', (59, 63))]",{},0
IEPA_d59,"PKB, which is an important early PI 3-kinase-dependent component of insulin signalling pathways, is also down-regulated by PLC-coupled agonists","[('T1', 'Protein', 'insulin', (68, 75)), ('T2', 'Protein', 'PLC', (123, 126))]",{},0
IEPA_d22,"Once the abnormally phosphorylated abnormal prion protein isoform agent is initiated, any stress event ensuing in adult life induces a nerve growth factor-mediated synthesis of normal cellular prion protein isoform that aggregates to abnormally phosphorylated abnormal prion protein isoform, thereby becoming 'infected'/transformed into the same; due to the vicious circle of positive feedback invoked by the blocking of a prion protein-specific kinase","[('T4', 'Protein', 'prion protein', (423, 436)), ('T5', 'Protein', 'kinase', (446, 452)), ('T1', 'Protein', 'prion protein', (44, 57)), ('T3', 'Protein', 'prion protein', (269, 282)), ('T2', 'Protein', 'prion protein', (193, 206))]","{'R1': ('T4', 'T5')}",1
IEPA_d167,"Pretreatment of HEK-293 cells for 2 min with carbachol, a mAChR agonist, lysophosphatidic acid, or ATP, followed by agonist washout, strongly increased (by 2-3-fold) maximal PLC stimulation (measured &gt;/=40 min later) by epidermal growth factor and platelet-derived growth factor, but not insulin, and largely enhanced PLC sensitivity to these RTK agonists","[('T1', 'Protein', 'PLC', (174, 177)), ('T3', 'Protein', 'PLC', (318, 321)), ('T2', 'Protein', 'insulin', (288, 295))]",{},0
IEPA_d176,"For example, leptin suppresses neuropeptide Y (NPY) expression in the arcuate nucleus","[('T1', 'Protein', 'leptin', (13, 19)), ('T2', 'Protein', 'neuropeptide Y', (31, 45))]","{'R1': ('T1', 'T2')}",1
IEPA_d33,"Correlation between the stimulatory effect of oxytocin on the formation of inositol phosphates and the oxytocin receptor level in the pregnant rabbit myometrium
OBJECTIVE: In order to elucidate the roles of inositol trisphosphate (IP3) and oxytocin (OT) receptors in rabbit parturition, the concentration of IP3 induced by OT and the OT receptor levels were determined in rabbit myometria before and after parturition
METHODS: The effects of OT on IP3 formation and OT receptor levels were determined in the myometria of non-pregnant rabbits, Days 26, 28 and 30 of pregnancy rabbits, postpartum rabbits within 12 hours and steroid-treated ovariectomized rabbits
RESULTS: OT receptors were not detectable in the myometria of non-pregnant rabbits, and OT had no effect on the formation of inositol phosphates (IPs)
On Day 28 of pregnancy, OT receptors became detectable, and then OT could induce the formation of IPs
Thereafter, the stimulatory effects of OT on IPs formation and the OT receptor levels dramatically increased toward the end of pregnancy and reduced rapidly after parturition
When the ovariectomized pregnant rabbits were treated with estrogen, OT receptors in the myometrium were induced, and OT acquired the ability to stimulate IP3 formation
In addition, an OT receptor antagonist inhibited the stimulatory effects of OT on IP3 formation
CONCLUSIONS: These results suggest that the formation of IPs by OT, the OT receptor levels in the myometrium, and the production of PGF2 in the decidua might play crucial roles in parturition","[('T1', 'Protein', 'oxytocin', (46, 54)), ('T3', 'Protein', 'inositol trisphosphate', (207, 229)), ('T2', 'Protein', 'inositol phosphates', (75, 94)), ('T6', 'Protein', 'OT', (442, 444)), ('T7', 'Protein', 'IP3', (448, 451)), ('T4', 'Protein', 'IP3', (308, 311)), ('T5', 'Protein', 'OT', (323, 325)), ('T10', 'Protein', 'OT', (878, 880)), ('T11', 'Protein', 'IPs', (911, 914)), ('T12', 'Protein', 'OT', (954, 956)), ('T8', 'Protein', 'OT', (750, 752)), ('T13', 'Protein', 'IPs', (960, 963)), ('T14', 'Protein', 'OT', (1208, 1210)), ('T9', 'Protein', 'inositol phosphates', (787, 806)), ('T15', 'Protein', 'IP3', (1245, 1248)), ('T16', 'Protein', 'OT', (1335, 1337)), ('T17', 'Protein', 'IP3', (1341, 1344)), ('T18', 'Protein', 'IPs', (1412, 1415)), ('T19', 'Protein', 'OT', (1419, 1421))]","{'R1': ('T1', 'T2'), 'R2': ('T4', 'T5'), 'R3': ('T8', 'T9'), 'R4': ('T1', 'T1'), 'R5': ('T1', 'T1'), 'R6': ('T1', 'T1'), 'R7': ('T1', 'T1'), 'R8': ('T1', 'T1')}",1
IEPA_d171,"Phospholipase C (PLC) activity was investigated by stimulation of membrane preparations obtained from insulin (beta-TC3)-, somatostatin (Rin 1027-B2)-, and glucagon (INR1-G9)-producing pancreatic cell lines using the non-hydrolyzable GTP analogue GTPgammaS alone, the C-terminal octapeptide cholecystokinin (CCK-8), or gastrin","[('T1', 'Protein', 'Phospholipase C', (0, 15)), ('T2', 'Protein', 'insulin', (102, 109))]",{},0
IEPA_d34,"Immunohistochemical localization of leptin and uncoupling protein in white and brown adipose tissue
To establish the cell type expressing leptin, we also assessed the size and organization of lipid droplets, the ultrastructural features of mitochondria, and the presence or absence of uncoupling protein, a brown fat-specific marker
In brown adipose tissue of lean animals, multilocular uncoupling protein (UCP)-positive brown adipocytes had typical brown mitochondria and were leptin-negative, both in fed and fasted conditions
At the periphery of the interscapular brown adipose tissue depot, unilocular, UCP-negative adipocytes (mean diameter: 41.55 microns) with white-type mitochondria were observed, and these cells were leptin-positive
In obese (db/db) animals, brown fat was composed mainly of small unilocular, UCP-positive adipocytes (mean diameter: 40.08 microns), which were also leptin-positive
In summary, classical brown adipocytes differ from white adipocytes, not only by their morphology and UCP expression, but also by their apparent lack of detectable leptin expression","[('T6', 'Protein', 'leptin', (478, 484)), ('T7', 'Protein', 'UCP', (607, 610)), ('T4', 'Protein', 'uncoupling protein', (285, 303)), ('T10', 'Protein', 'leptin', (892, 898)), ('T5', 'Protein', 'uncoupling protein', (387, 405)), ('T11', 'Protein', 'UCP', (1010, 1013)), ('T12', 'Protein', 'leptin', (1072, 1078)), ('T8', 'Protein', 'leptin', (727, 733)), ('T9', 'Protein', 'UCP', (820, 823)), ('T1', 'Protein', 'leptin', (36, 42)), ('T3', 'Protein', 'leptin', (138, 144)), ('T2', 'Protein', 'uncoupling protein', (47, 65))]",{},0
IEPA_d48,"Leptin increases uncoupling protein expression and energy expenditure
Leptin increased BAT UCP mRNA levels greater than twofold in both ad libitum-fed and food-restricted rats
These data demonstrate a leptin-induced increase in energy expenditure in nonmutant rodents and suggest that one mechanism by which leptin increases energy expenditure is through increased thermogenesis in BAT, including increased expression of UCP","[('T6', 'Protein', 'leptin', (308, 314)), ('T7', 'Protein', 'UCP', (421, 424)), ('T4', 'Protein', 'UCP', (91, 94)), ('T5', 'Protein', 'leptin', (201, 207)), ('T1', 'Protein', 'Leptin', (0, 6)), ('T3', 'Protein', 'Leptin', (70, 76)), ('T2', 'Protein', 'uncoupling protein', (17, 35))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T6', 'T7')}",1
IEPA_d99,"Enhanced phosphoinositide hydrolysis via overexpression of phospholipase C beta1 or delta1 inhibits stimulus-induced insulin release in insulinoma MIN6 cells.
To study the effects of enhanced phosphoinositide hydrolysis on insulin secretion, phosphoinositide-specific phospholipase Cbeta1 (PLCbeta1) or PLCdelta1 was overexpressed in insulinoma MIN6 cells via adenoviral vectors.","[('T4', 'Protein', 'phospholipase Cbeta1', (268, 288)), ('T5', 'Protein', 'PLCdelta1', (303, 312)), ('T1', 'Protein', 'phospholipase C', (59, 74)), ('T3', 'Protein', 'insulin', (223, 230)), ('T2', 'Protein', 'insulin', (117, 124))]","{'R1': ('T1', 'T2')}",1
IEPA_d103,The bovine ovarian granulosa cell model is a primary culture system where under stimulation by insulin or IGF-I and LH the endogenous oxytocin gene is massively upregulated,"[('T1', 'Protein', 'insulin', (95, 102)), ('T2', 'Protein', 'oxytocin', (134, 142))]","{'R1': ('T1', 'T2')}",1
IEPA_d46,"Amyloid beta protein (25-35) stimulation of phospholipase C in LA-N-2 cells
This phospholipase C stimulation by amyloid beta protein appeared to be pertussis toxin sensitive
It is possible that this phospholipase C stimulation by amyloid beta protein is a receptor-mediated process
Amyloid beta protein stimulation of phospholipase C was absent from LA-N-2 cells previously treated with norepinephrine, trans-1-amino-1,3-cyclopentanedicarboxylic acid (t-ACPD), bombesin, or amyloid beta peptide
It is suggested that this observed amyloid beta protein stimulation of phospholipase C may be responsible for the elevated quantity of inositol seen in the brains of Alzheimer's disease patients","[('T6', 'Protein', 'amyloid', (230, 237)), ('T7', 'Protein', 'Amyloid', (282, 289)), ('T4', 'Protein', 'amyloid', (112, 119)), ('T10', 'Protein', 'amyloid', (530, 537)), ('T5', 'Protein', 'phospholipase C', (199, 214)), ('T11', 'Protein', 'phospholipase C', (566, 581)), ('T8', 'Protein', 'phospholipase C', (318, 333)), ('T9', 'Protein', 'amyloid', (474, 481)), ('T1', 'Protein', 'Amyloid', (0, 7)), ('T3', 'Protein', 'phospholipase C', (81, 96)), ('T2', 'Protein', 'phospholipase C', (44, 59))]","{'R1': ('T1', 'T2'), 'R2': ('T3', 'T4'), 'R3': ('T5', 'T6'), 'R4': ('T7', 'T8'), 'R5': ('T1', 'T1')}",1
